**Coletado no dia 12/07 por Gustavo Guedes,,,,,,
disciplina,turma,nome,professor,departamento,ano/periodo,horario
TTN0078,PGEI,Aplicações De Técnicas Nucleares (Tópicos Especiais Em Engenharia Biomédica Iii-M),SERGEI - Sergei Anatolyevich Paschuk,DAFIS,2022/2,"4M2,4M3,4M4,4M5"
FCET35,FCET,Seminários De Projetos - Análise E Produção De Artigos Científicos,SILMARA ALESSI - Silmara Alessi Guebur Roehrig,DAFIS,2022/2,"6M1,6M2,6M3,6M4"
FI78M,S81,Estágio Curricular Obrigatório 4,SILMARA ALESSI - Silmara Alessi Guebur Roehrig,DAFIS,2022/2,"4T4,4T5,6T1,6T2,7M1,7M2,7M3,7M4,7M5"
FI53I,T81,Proteção Radiológica,SOBOLL - Danyel Scheidegger Soboll,DAFIS,2022/2,"6T1,6T2,6T3"
FI54N,T81,Dosimetria,SOBOLL - Danyel Scheidegger Soboll,DAFIS,2022/2,"5T3,5T4"
FI54O,T81,Metodologia Da Pesquisa,SOBOLL - Danyel Scheidegger Soboll,DAFIS,2022/2,"3T1,3T2"
FI56B,T81,Radioterapia,SOBOLL - Danyel Scheidegger Soboll,DAFIS,2022/2,"4T3,4T4,4T5"
FI55I,T81,Trabalho De Conclusão De Curso 1,WALMOR - Walmor Cardoso Godoi,DAFIS,2022/2,"2T2,2T3"
FI56C,T81,Radiologia Industrial,WALMOR - Walmor Cardoso Godoi,DAFIS,2022/2,"3T3,3T4"
FI72N,S51,Física Experimental 1,WALMOR - Walmor Cardoso Godoi,DAFIS,2022/2,"4T1,4T2"
FI72N,S61,Física Experimental 1,WALMOR - Walmor Cardoso Godoi,DAFIS,2022/2,"4T3,4T4"
FI72N,S71,Física Experimental 1,WALMOR - Walmor Cardoso Godoi,DAFIS,2022/2,"3T1,3T2"
GE70L,S25,Gestão Da Produção,ALAMO - Alamo Alexandre Da Silva Batista,DAGEE,2022/2,"4T2,4T3"
GE75A,S63,Gestão De Processos,ALAMO - Alamo Alexandre Da Silva Batista,DAGEE,2022/2,"4M1,4M2,4M3"
GE77J,S63,Elaboração E Gestão De Projetos,ALAMO - Alamo Alexandre Da Silva Batista,DAGEE,2022/2,"5M2,5M3,6M2,6M3"
GE73D,S63,Instituições De Direito,ANA PAULA M - Ana Paula Myszczuk,DAGEE,2022/2,"5M1,5M2,5M3"
GE78I,S63,Direitos Especiais Aplicados,ANA PAULA M - Ana Paula Myszczuk,DAGEE,2022/2,"4M1,4M2,4M3"
MPP001,PGP,Metodologia De Pesquisa (Pgp),ANA PAULA M - Ana Paula Myszczuk,DAGEE,2022/2,"5T2,5T3,5T4,5T5"
PPS001,PGP,Políticas Públicas E Sustentabilidade (Pgp),ANA PAULA M - Ana Paula Myszczuk,DAGEE,2022/2,"6T2,6T3,6T4,6T5"
GE70D,S21,Economia,ANDREA - Andrea De Souza,DAGEE,2022/2,"5N1,5T6"
GE70D,S23,Economia,ANDREA - Andrea De Souza,DAGEE,2022/2,"5M1,5M2"
GE70D,S71,Economia,ANDREA - Andrea De Souza,DAGEE,2022/2,"3T4,3T5"
GE73E,S63,Economia Brasileira,ANDREA - Andrea De Souza,DAGEE,2022/2,"5M4,5M5"
GE75F,S63,Macroeconomia,ANDREA - Andrea De Souza,DAGEE,2022/2,"3M4,3M5,6M4,6M5"
GE79B,S41,Economia,ANDREA - Andrea De Souza,DAGEE,2022/2,"6N1,6T6"
GE70H,S02,Gestão Financeira,ANTONIO - Antonio Barbosa Lemes Junior,DAGEE,2022/2,"3N1,3N2"
GE70H,S71,Gestão Financeira,ANTONIO - Antonio Barbosa Lemes Junior,DAGEE,2022/2,"2M2,2M3"
GE75H,S63,Gestão Financeira,ANTONIO - Antonio Barbosa Lemes Junior,DAGEE,2022/2,"3M1,3M2,3M3,6M1,6M2,6M3"
GE71C,S63,Teoria Geral Do Estado,ANTONIO G - Antonio Goncalves De Oliveira,DAGEE,2022/2,"4M1,4M2,4M3"
GE75I,S63,Gestão De Custos,ANTONIO G - Antonio Goncalves De Oliveira,DAGEE,2022/2,"5M1,5M2,5M3"
GE70H,S01,Gestão Financeira,ARMANDO - Armando Rasoto,DAGEE,2022/2,"2M5,2M6"
GE70H,S53,Gestão Financeira,ARMANDO - Armando Rasoto,DAGEE,2022/2,"3T4,3T5"
GE76I,S63,Gestão Estratégica Financeira,ARMANDO - Armando Rasoto,DAGEE,2022/2,"3M4,3M5"
GE76K,S63,Pesquisa Mercadológica,AUREA - Aurea Cristina Magalhaes Niada,DAGEE,2022/2,"3M1,3M2,3M3"
GE70C,S51,Introdução À Administração,BERNARDES - Eduardo Bernardes De Castro,DAGEE,2022/2,"4T3,4T4"
GE71A,S73,Teorias Da Administração,BERNARDES - Eduardo Bernardes De Castro,DAGEE,2022/2,"3T1,3T2,5T1,5T2"
GE73G,S63,Metodologia Da Pesquisa,BERNARDES - Eduardo Bernardes De Castro,DAGEE,2022/2,"2M1,2M2,2M3"
GE74G,S63,Tecnologia Da Informação Aplicada À Gestão,BERNARDES - Eduardo Bernardes De Castro,DAGEE,2022/2,"4M1,4M2,4M3"
GE72B,S63,Teorias Organizacionais,FRANCIS - Francis Kanashiro Meneghetti,DAGEE,2022/2,"2M4,2M5,3M4,3M5"
PPGA06,PGA,Seminários De Dissertação,FRANCIS - Francis Kanashiro Meneghetti,DAGEE,2022/2,"3T2,3T3,3T4"
GE75E,S63,Sistemas Certificáveis De Gestão,FRANCISCO LIMA - Francisco Rodrigues Lima Junior,DAGEE,2022/2,"2M1,2M2,2M3"
GE77K,S63,Gestão Da Produção E Operações,FRANCISCO LIMA - Francisco Rodrigues Lima Junior,DAGEE,2022/2,"2M4,2M5,5M4,5M5"
PPGA37,PGA,Técnicas De Suporte À Decisão Aplicadas A Gestão,FRANCISCO LIMA - Francisco Rodrigues Lima Junior,DAGEE,2022/2,"2T2,2T3,2T4"
GE74I,S63,Introdução À Gestão Mercadológica,GEORGIANA - Georgiana Luna Batinga,DAGEE,2022/2,"3M4,3M5,6M4,6M5"
GE75G,S63,Gestão Mercadológica,GEORGIANA - Georgiana Luna Batinga,DAGEE,2022/2,"2M4,2M5,5M4,5M5"
PPGA05,PGA,Métodos Qualitativos De Pesquisa,GEORGIANA - Georgiana Luna Batinga,DAGEE,2022/2,"4T1,4T2,4T3,4T4"
GE73A,S73,Comportamento Humano Nas Organizações,GIOVANNA P - Giovanna Pezarico,DAGEE,2022/2,"2N1,2N2,2T6"
GE73H,S63,Comportamento Humano Nas Organizações,GIOVANNA P - Giovanna Pezarico,DAGEE,2022/2,"4M1,4M2,4M3"
GE77B,S95,Gestão Do Conhecimento,GIOVANNA P - Giovanna Pezarico,DAGEE,2022/2,"2N3,2N4"
GE77I,S63,Gestão Do Conhecimento Organizacional,GIOVANNA P - Giovanna Pezarico,DAGEE,2022/2,"2M2,2M3"
PPGA11,PGA,"História Do Trabalho, Da Técnica E Da Tecnologia Nas Organizações",GIOVANNA P - Giovanna Pezarico,DAGEE,2022/2,"5M2,5M3,5M4"
GE74F,S63,Gestão Da Tecnologia E Inovação,HILDA - Hilda Alberton De Carvalho,DAGEE,2022/2,"2M1,2M2,2M3"
GE76H,S63,Gestão De Pessoas E Desenvolvimento Interpessoal,HILDA - Hilda Alberton De Carvalho,DAGEE,2022/2,"6M1,6M2,6M3"
PPS001,PGP,Políticas Públicas E Sustentabilidade (Pgp),HILDA - Hilda Alberton De Carvalho,DAGEE,2022/2,"6T2,6T3,6T4,6T5"
GE74F,S63,Gestão Da Tecnologia E Inovação,ISAURA - Isaura Alberton De Lima,DAGEE,2022/2,"2M1,2M2,2M3"
GE77D,S95,Elaboração E Gestão De Projetos,ISAURA - Isaura Alberton De Lima,DAGEE,2022/2,"3M1,3M2,3M3,3M4"
GE79A,S41,Gestão De Pessoas,ISAURA - Isaura Alberton De Lima,DAGEE,2022/2,"6T5,6T6"
HID001,PGP,Habitats De Inovação E Desenvolvimento (Pgp),ISAURA - Isaura Alberton De Lima,DAGEE,2022/2,"3N1,3N2,3N3,3N4"
MPP001,PGP,Metodologia De Pesquisa (Pgp),ISAURA - Isaura Alberton De Lima,DAGEE,2022/2,"5T2,5T3,5T4,5T5"
GE77H,S63,Diagnóstico Organizacional,IVAN V - Ivan Carlos Vicentin,DAGEE,2022/2,"3M2,3M3"
GE76L,S63,Introdução À Gestão Da Produção E Operações,JURANDIR - Jurandir Peinado,DAGEE,2022/2,"2M1,2M2,2M3,5M1,5M2,5M3"
GE78C,S63,Logística E Gestão Da Cadeia De Suprimentos,JURANDIR - Jurandir Peinado,DAGEE,2022/2,"2M4,2M5,5M4,5M5"
GE73I,S63,Contabilidade Empresarial,KATIA R - Katia Regina Hopfer,DAGEE,2022/2,"4M4,4M5,6M4,6M5"
GE74J,S63,Planejamento Tributário,KATIA R - Katia Regina Hopfer,DAGEE,2022/2,"3M1,3M2,3M3"
GE77M,S63,Trabalho De Conclusão De Curso 1,KATIA R - Katia Regina Hopfer,DAGEE,2022/2,"2M6,3M6,4M6,5M6"
GE78M,S63,Trabalho De Conclusão De Curso 2,KATIA R - Katia Regina Hopfer,DAGEE,2022/2,"7M2,7M3,7M4,7M5"
GE73F,S63,Microeconomia,MALU GM - Maria Lucia Figueiredo Gomes De Meza,DAGEE,2022/2,"3M2,3M3,6M2,6M3"
PPE001,PGP,Planejamento E Políticas Econômicas (Pgp),MALU GM - Maria Lucia Figueiredo Gomes De Meza,DAGEE,2022/2,"5M2,5M3,5M4,5M5"
GE70L,S21,Gestão Da Produção,MANICA - Ricardo Manica,DAGEE,2022/2,"5T5,5T6"
GE70T,S01,Empreendedorismo,MANICA - Ricardo Manica,DAGEE,2022/2,"5N1,5N2"
GE74A,S95,Gestão Estratégica,MANICA - Ricardo Manica,DAGEE,2022/2,"3N1,3N2,3N3,3N4"
GE77A,S95,Diagnóstico Organizacional,MANICA - Ricardo Manica,DAGEE,2022/2,"2M4,2M5"
GE70L,S31,Gestão Da Produção,MARCOS AT - Marcos Aurelio Nascimento Teixeira,DAGEE,2022/2,"2M4,2M5"
GE70O,S01,Gestão Mercadológica,MARCOS AT - Marcos Aurelio Nascimento Teixeira,DAGEE,2022/2,"6T2,6T3"
GE70O,S31,Gestão Mercadológica,MARCOS AT - Marcos Aurelio Nascimento Teixeira,DAGEE,2022/2,"6M1,6M2"
GE72A,S73,Teorias Organizacionais,MARCOS AT - Marcos Aurelio Nascimento Teixeira,DAGEE,2022/2,"2T1,2T2,6T4,6T5"
GE74H,S63,Gestão Estratégica,PAULO DANIEL - Paulo Daniel Batista De Sousa,DAGEE,2022/2,"2M4,2M5,5M4,5M5"
GE75D,S95,Gestão Mercadológica,PAULO DANIEL - Paulo Daniel Batista De Sousa,DAGEE,2022/2,"6N1,6N2,6N3,6N4"
GE74E,S63,Economia E Políticas Públicas,RAYANE SOUSA - Rayane Camila Da Silva Sousa,DAGEE,2022/2,"6M1,6M2,6M3"
GE76J,S63,Controladoria,RAYANE SOUSA - Rayane Camila Da Silva Sousa,DAGEE,2022/2,"2M4,2M5"
GE76M,S63,Contabilidade E Orçamento Público,RAYANE SOUSA - Rayane Camila Da Silva Sousa,DAGEE,2022/2,"5M4,5M5,6M4,6M5"
GE77E,S63,Governança Pública E Corporativa,RAYANE SOUSA - Rayane Camila Da Silva Sousa,DAGEE,2022/2,"4M1,4M2,4M3"
GE77E,S95,Governança Pública E Corporativa,RAYANE SOUSA - Rayane Camila Da Silva Sousa,DAGEE,2022/2,"3M3,3M4,3M5"
GE60L,S93,Gestão De Qualidade,REJANE - Rejane Cioli,DAGEE,2022/2,"5M2,5M3"
GE70F,T81,Gestão De Pessoas,REJANE - Rejane Cioli,DAGEE,2022/2,"4T4,4T5"
GE70K,S93,Gestão De Oportunidades,REJANE - Rejane Cioli,DAGEE,2022/2,"6M4,6M5"
GE70T,S55,Empreendedorismo,REJANE - Rejane Cioli,DAGEE,2022/2,"5M4,5M5"
GE79A,S43,Gestão De Pessoas,REJANE - Rejane Cioli,DAGEE,2022/2,"2M4,2M5"
GE76N,S63,Negócios Internacionais,RENE - Rene Eugenio Seifert Junior,DAGEE,2022/2,"4M1,4M2,4M3"
GE78B,S63,Responsabilidade Social E Desenvolvimento Sustentável,RENE - Rene Eugenio Seifert Junior,DAGEE,2022/2,"2M1,2M2,2M3"
PPGA14,PGA,"Tecnologias Alternativas De Gestão, Trabalho E Organização",RENE - Rene Eugenio Seifert Junior,DAGEE,2022/2,"2T1,2T2,2T3"
GE72D,S63,Matemática Financeira,RODRIGO ALVES - Rodrigo Alves Silva,DAGEE,2022/2,"5M4,5M5,6M4,6M5"
GE74K,S63,Mercado Financeiro E De Capitais,RODRIGO ALVES - Rodrigo Alves Silva,DAGEE,2022/2,"5M1,5M2,5M3"
PPGA04,PGA,Métodos Quantitativos De Pesquisa,RODRIGO ALVES - Rodrigo Alves Silva,DAGEE,2022/2,"5T1,5T2,5T3,5T4"
ERU001,PGP,Economia Regional E Urbana,ROGERIO ALON - Rogerio Allon Duenhas,DAGEE,2022/2,"4T2,4T3,4T4,4T5"
GE70D,S25,Economia,ROGERIO ALON - Rogerio Allon Duenhas,DAGEE,2022/2,"2M1,2M2"
GE70S,S95,Introdução À Economia,ROGERIO ALON - Rogerio Allon Duenhas,DAGEE,2022/2,"3N1,3N2,4N4,4N5"
GE71B,S63,Teorias Da Administração,THIAGO CN - Thiago Cavalcante Nascimento,DAGEE,2022/2,"5M4,5M5,6M4,6M5"
GE77L,S63,Gestão De Oportunidades E Novos Negócios,THIAGO CN - Thiago Cavalcante Nascimento,DAGEE,2022/2,"3M4,3M5"
GE78H,S63,Simulação Empresarial,THIAGO CN - Thiago Cavalcante Nascimento,DAGEE,2022/2,"3M1,3M2,3M3"
PPGA06,PGA,Seminários De Dissertação,THIAGO CN - Thiago Cavalcante Nascimento,DAGEE,2022/2,"3T2,3T3,3T4"
ET55A,N21,Projeto E Organização De Trabalho,THULIO - Thulio Cicero Guimaraes Pereira,DAGEE,2022/2,"4N4,4N5"
GE70D,S43,Economia,THULIO - Thulio Cicero Guimaraes Pereira,DAGEE,2022/2,"2T4,2T5"
GE70D,S51,Economia,THULIO - Thulio Cicero Guimaraes Pereira,DAGEE,2022/2,"2T4,2T5"
GE70U,S15,Gestão De Recursos Financeiros,THULIO - Thulio Cicero Guimaraes Pereira,DAGEE,2022/2,"2M5,2M6"
GE70V,S61,Planejamento E Gestão De Organização,THULIO - Thulio Cicero Guimaraes Pereira,DAGEE,2022/2,"4T1,4T2,4T3,4T4"
GE78J,S63,Organização E Planejamento De Recursos Humanos,TONON - Leonardo Tonon,DAGEE,2022/2,"5M1,5M2,5M3"
PPGA10,PGA,"Trabalho, Tecnologia E Subjetividade Na Contemporaneidade",TONON - Leonardo Tonon,DAGEE,2022/2,"3M2,3M3,3M4"
GE60K,S11,Viabilidade Econômica E Financeira De Projetos,VANESSA I - Vanessa Ishikawa Rasoto,DAGEE,2022/2,"4T4,4T5"
GE70E,S51,Contabilidade E Gestão De Custos,VANESSA I - Vanessa Ishikawa Rasoto,DAGEE,2022/2,"2T3,2T4,4N1,4T6"
GE70H,S51,Gestão Financeira,VANESSA I - Vanessa Ishikawa Rasoto,DAGEE,2022/2,"3N4,3N5"
HID001,PGP,Habitats De Inovação E Desenvolvimento (Pgp),VANESSA I - Vanessa Ishikawa Rasoto,DAGEE,2022/2,"3N1,3N2,3N3,3N4"
CABS009,PGCA,Metodologia De Pesquisa,ADOLFO - Adolfo Gustavo Serra Seca Neto,DAINF,2022/2,"4T2,4T3,4T4,4T5"
CSD20,S71,Introdução À Lógica Para A Computação,ADOLFO - Adolfo Gustavo Serra Seca Neto,DAINF,2022/2,"5M3,5M4,5M5"
CSR30,S71,Redes De Computadores,ANE - Anelise Munaretto Fonseca,DAINF,2022/2,"5M3,5M4,5M5"
CSR30,S73,Redes De Computadores,ANE - Anelise Munaretto Fonseca,DAINF,2022/2,"4T4,4T5,4T6"
CSX42,S71,Trabalho De Conclusão De Curso 1,ANE - Anelise Munaretto Fonseca,DAINF,2022/2,"5M1,5M2"
RSF0075,PGEI,Redes Sem Fio,ANE - Anelise Munaretto Fonseca,DAINF,2022/2,"6T2,6T3,6T4,6T5"
CAPG002,PGCA,Visão Computacional,BOGDAN - Bogdan Tomoyuki Nassu,DAINF,2022/2,"3M2,3M3,3M4,3M5"
CSF13,S72,Fundamentos De Programação 1,BOGDAN - Bogdan Tomoyuki Nassu,DAINF,2022/2,"2M4,2M5,2M6,4M4,4M5,4M6"
CSV30,S73,Processamento Digital De Imagens,BOGDAN - Bogdan Tomoyuki Nassu,DAINF,2022/2,"3T5,3T6,5T5,5T6"
IF71A,S21,Computação 1,CAIO CARVALHO - Caio Pinheiro De Carvalho,DAINF,2022/2,"3N1,3T6,6N1,6T6"
IF71A,S26,Computação 1,CAIO CARVALHO - Caio Pinheiro De Carvalho,DAINF,2022/2,"4M1,4M2,4M3,4M4"
IF72B,S55,Computação 1,CAIO CARVALHO - Caio Pinheiro De Carvalho,DAINF,2022/2,"3M2,3M3,3M4,3M5"
CSS30,S71,Sistemas Distribuídos,CRIS - Ana Cristina Barreiras Kochem Vendramin,DAINF,2022/2,"3T2,3T3,6T2,6T3"
CSS30,S73,Sistemas Distribuídos,CRIS - Ana Cristina Barreiras Kochem Vendramin,DAINF,2022/2,"4T2,4T3,4T4,4T5"
CSR48,S73,Simulação E Análise De Desempenho De Redes De Computadores,DAINF -,DAINF,2022/2,"2N1,2N2,2N3"
IF72B,S55,Computação 1,ETEOCLES - Eteocles Da Silva Cavalcanti,DAINF,2022/2,"3M2,3M3,3M4,3M5"
CSR41,S73,Oficina De Redes,FABIANO S - Fabiano Scriptore De Carvalho,DAINF,2022/2,"3N1,3N2,5N1,5N2"
CSR42,S73,Infraestrutura De Lans Hierarquicas,FABIANO S - Fabiano Scriptore De Carvalho,DAINF,2022/2,"4N1,4N2,6N1,6N2"
CSI30,S73,Sistemas Inteligentes,FABRO - Joao Alberto Fabro,DAINF,2022/2,"4N2,4N3,4N4"
CSI55,S71,Sistemas Autônomos Inteligentes,FABRO - Joao Alberto Fabro,DAINF,2022/2,"2M3,2M4,2M5"
EEX11,S71,Introdução À Práticas De Laboratório Em Eletricidade E Eletrônica,FABRO - Joao Alberto Fabro,DAINF,2022/2,"6M3,6M4,6M5"
EEX23,S71,Oficina De Integração 3,FABRO - Joao Alberto Fabro,DAINF,2022/2,"5T4,5T5,5T6"
CSG10,S73,Fundamentos De Sistemas De Informação,GRAEML - Alexandre Reis Graeml,DAINF,2022/2,"3T4,3T5,6T2,6T3"
PPGA39,PGA,Tópicos Especiais Em Tecnologia E Desenvolvimento Organizacional,GRAEML - Alexandre Reis Graeml,DAINF,2022/2,"2M4,2M5,2M6"
CABS009,PGCA,Metodologia De Pesquisa,GUSTAVO - Gustavo Alberto Gimenez Lugo,DAINF,2022/2,"4T2,4T3,4T4,4T5"
CSI30,S73,Sistemas Inteligentes,GUSTAVO - Gustavo Alberto Gimenez Lugo,DAINF,2022/2,"4N2,4N3,4N4"
CSX30,S73,Trabalho De Integração 2,GUSTAVO - Gustavo Alberto Gimenez Lugo,DAINF,2022/2,"3T4,3T5,3T6"
IF71B,S01,Computação 1,GUSTAVO - Gustavo Alberto Gimenez Lugo,DAINF,2022/2,"2T2,2T3,2T4,2T5"
CSF13,S02,Fundamentos De Programação 1,JULIANA SANTI - Juliana De Santi,DAINF,2022/2,"3M3,3M4,3M5,6M3,6M4,6M5"
CSF30,S71,Estrutura De Dados 2,JULIANA SANTI - Juliana De Santi,DAINF,2022/2,"5T1,5T2,5T3"
CSF30,S73,Estrutura De Dados 2,JULIANA SANTI - Juliana De Santi,DAINF,2022/2,"6T1,6T2,6T3"
CASI001,PGCA,Data Warehousing,LAUDELINO - Laudelino Cordeiro Bastos,DAINF,2022/2,"4N1,4N2,4N3,4N4"
CSG20,S71,Análise E Projeto De Sistemas,LAUDELINO - Laudelino Cordeiro Bastos,DAINF,2022/2,"4M3,4M4,4M5"
CSG20,S73,Análise E Projeto De Sistemas,LAUDELINO - Laudelino Cordeiro Bastos,DAINF,2022/2,"3T1,3T2,3T3"
CSB30,S71,Introdução A Banco De Dados,LEANDRO - Leandro Batista De Almeida,DAINF,2022/2,"2T1,2T2,6M4,6M5"
EL85D,N11,Gerência E Programação Em Redes,LEANDRO - Leandro Batista De Almeida,DAINF,2022/2,2N5
IF72A,S25,Computação 2,LEANDRO - Leandro Batista De Almeida,DAINF,2022/2,"2M1,2M2,2M3,2M4"
CSH42,S73,Acessibilidade E Inclusão Digital,LEONELO - Leonelo Dell Anhol Almeida,DAINF,2022/2,"2N1,2T5,2T6"
IF71A,S01,Computação 1,LEONELO - Leonelo Dell Anhol Almeida,DAINF,2022/2,"5M2,5M3,5M4,5M5"
PPGT3306MD,PGTE,"Tópicos Especiais Em Tecnologia E Sociedade: Os Estudos Cts Na Indissociabilidade Entre Ensino, Pesquisa E Extensão",LEONELO - Leonelo Dell Anhol Almeida,DAINF,2022/2,"3T2,3T3,3T4,3T5"
CSF13,S01,Fundamentos De Programação 1,LEYZA - Leyza Elmeri Baldo Dorini,DAINF,2022/2,"3M4,3M5,3M6,4T2,4T3,4T4"
CSF13,S71,Fundamentos De Programação 1,LEYZA - Leyza Elmeri Baldo Dorini,DAINF,2022/2,"2M4,2M5,2M6,4M4,4M5,4M6"
CSB53,S73,Introdução A Ciências De Dados,LUIZ CELSO - Luiz Celso Gomes Junior,DAINF,2022/2,"5N1,5N2,5T5,5T6"
CSB55,S01,Ciência De Dados E Multidisciplinaridade,LUIZ CELSO - Luiz Celso Gomes Junior,DAINF,2022/2,"3N1,3N2,3T5,3T6"
ELSC01,S01,Smart Challenges,LUIZ CELSO - Luiz Celso Gomes Junior,DAINF,2022/2,"2N3,2N4"
ELSP01,S01,Smart Projects,LUIZ CELSO - Luiz Celso Gomes Junior,DAINF,2022/2,"2N1,2N2"
CABS009,PGCA,Metodologia De Pesquisa,M CLAUDIA - Maria Claudia Figueiredo Pereira Emer,DAINF,2022/2,"4T2,4T3,4T4,4T5"
CSE40,S73,Engenharia De Software 2,M CLAUDIA - Maria Claudia Figueiredo Pereira Emer,DAINF,2022/2,"2T2,2T3,2T4"
CSX20,S73,Trabalho De Integração 1,MARI - Mariangela De Oliveira Gomes Setti,DAINF,2022/2,"4T1,4T2,4T3"
CSH30,S73,Introdução À Interação Humano-Computador,MARILIA A - Marilia Abrahao Amaral,DAINF,2022/2,"2N1,2T5,2T6"
CSX20,S73,Trabalho De Integração 1,MARILIA A - Marilia Abrahao Amaral,DAINF,2022/2,"4T1,4T2,4T3"
PPGT3306MD,PGTE,"Tópicos Especiais Em Tecnologia E Sociedade: Os Estudos Cts Na Indissociabilidade Entre Ensino, Pesquisa E Extensão",MARILIA A - Marilia Abrahao Amaral,DAINF,2022/2,"3T2,3T3,3T4,3T5"
CSA42,S73,Teoria Dos Grafos,MARINA GROSHAUS - Marina Esther Groshaus,DAINF,2022/2,"4T1,4T2,4T3,4T4"
CSD20,S73,Introdução À Lógica Para A Computação,MARINA GROSHAUS - Marina Esther Groshaus,DAINF,2022/2,"5T2,5T3,5T4"
CSD21,S73,Matemática Discreta,MARINA GROSHAUS - Marina Esther Groshaus,DAINF,2022/2,"2T4,2T5,2T6"
CSF20,S73,Estrutura De Dados 1,MAURO - Mauro Sergio Pereira Fonseca,DAINF,2022/2,"2T4,2T5,2T6"
CSR44,S71,Segurança De Redes E Sistemas,MAURO - Mauro Sergio Pereira Fonseca,DAINF,2022/2,"2N1,2N2,5N1,5N2"
CSX30,S73,Trabalho De Integração 2,MERKLE - Luiz Ernesto Merkle,DAINF,2022/2,"3T4,3T5,3T6"
CSW20,S73,Arquitetura E Organização De Computadores,MIKOSZ - Marcelo Mikosz Goncalves,DAINF,2022/2,"2T2,2T3,6T4,6T5"
CSE20,S01,Técnicas De Programação,MILTON - Milton Borsato,DAINF,2022/2,"4M2,4M3,4M4,4M5"
CSE47,S73,Gerência De Projetos,MILTON - Milton Borsato,DAINF,2022/2,"3N1,3N2,3T6"
CSF20,S01,Estrutura De Dados 1,MINETTO - Rodrigo Minetto,DAINF,2022/2,"3T1,3T2,3T3"
CSF20,S71,Estrutura De Dados 1,MINETTO - Rodrigo Minetto,DAINF,2022/2,"2M1,2M2,2M3"
EE2003,PGEI,Estudos Especiais Em Técnicas Para Aprendizado Profundo,MINETTO - Rodrigo Minetto,DAINF,2022/2,"6M2,6M3,6M4,6M5"
CSF13,S73,Fundamentos De Programação 1,MYRIAM - Myriam Regattieri De Biase Da Silva Delgado,DAINF,2022/2,"3T1,3T2,3T3,6T1,6T2,6T3"
CSO30,S71,Sistemas Operacionais,NACAMURA - Luiz Nacamura Junior,DAINF,2022/2,"2M4,2M5,4M2,4M3"
CSO30,S73,Sistemas Operacionais,NACAMURA - Luiz Nacamura Junior,DAINF,2022/2,"2T4,2T5,5T2,5T3"
IF71A,S22,Computação 1,NACAMURA - Luiz Nacamura Junior,DAINF,2022/2,"3N1,3T6,6N1,6T6"
CSB30,S73,Introdução A Banco De Dados,NADIA PK - Nadia Puchalski Kozievitch,DAINF,2022/2,"3T4,3T5,5T4,5T5"
CSB41,S73,Banco De Dados 2,NADIA PK - Nadia Puchalski Kozievitch,DAINF,2022/2,"4T2,4T3,6T2,6T3"
CSE30,S71,Engenharia De Software,PAULO C - Paulo Cezar Stadzisz,DAINF,2022/2,"2T2,2T3,3T4,3T5"
CSE30,S73,Engenharia De Software,PAULO C - Paulo Cezar Stadzisz,DAINF,2022/2,"2N1,2N2,2N3,2N4"
CSE44,S73,Sistemas Legados,PAULO RB - Paulo Roberto Bueno,DAINF,2022/2,"6T1,6T2,6T3"
CSM30,S73,Desenvolvimento Integrado De Sistemas,PAULO RB - Paulo Roberto Bueno,DAINF,2022/2,"6T4,6T5,6T6"
CSM43,S73,Programação Para Dispositivos Móveis E Sem Fio,PAULO RB - Paulo Roberto Bueno,DAINF,2022/2,"4T2,4T3,4T4,4T5"
CSX10,S74,Prolegômenos Ao Computar,PELISSON - Luiz Augusto Pelisson,DAINF,2022/2,"2T5,2T6,4T5,4T6"
IF53Z,N21,Linguagem De Programação,PELISSON - Luiz Augusto Pelisson,DAINF,2022/2,"5N1,5N2,5N3"
IF71A,S25,Computação 1,PELISSON - Luiz Augusto Pelisson,DAINF,2022/2,"4M1,4M2,4M3,4M4"
CSH44,S73,Computação E Sociedade,PIGATTO - Daniel Fernando Pigatto,DAINF,2022/2,"4T4,4T5,4T6"
CSX40,S73,Trabalho De Conclusão De Curso 1,PIGATTO - Daniel Fernando Pigatto,DAINF,2022/2,"3N1,3T6"
IF71A,S23,Computação 1,PIGATTO - Daniel Fernando Pigatto,DAINF,2022/2,"5M1,5M2,5M3,5M4"
CSA30,S71,Projeto E Análise De Algoritmos,RICARDO DS - Ricardo Dutra Da Silva,DAINF,2022/2,"5T1,5T2,5T3"
CSA30,S73,Projeto E Análise De Algoritmos,RICARDO DS - Ricardo Dutra Da Silva,DAINF,2022/2,"4T4,4T5,4T6"
CSA45,S71,Geometria Computacional,RICARDO DS - Ricardo Dutra Da Silva,DAINF,2022/2,"2T5,2T6,5T5,5T6"
CSF13,S74,Fundamentos De Programação 1,RICARDO L - Ricardo Luders,DAINF,2022/2,"3T1,3T2,3T3,6T1,6T2,6T3"
CSI31,S73,Ciências Das Redes,RICARDO L - Ricardo Luders,DAINF,2022/2,"5N1,5N2,5N3,5T6"
EEF31,S71,"Ética, Profissão E Cidadania",RICARDO L - Ricardo Luders,DAINF,2022/2,"4N1,4N2"
CSG30,S73,Gestão Da Informação Em Sistemas De Informação,RITA CRISTINA - Rita Cristina Galarraga Berardi,DAINF,2022/2,"5N1,5N2,5T6"
